Index,acc,name,length,organism,_5,level,_7
1379066,A0A8C9IB53,Transcription factor E2-alpha,654,Piliocolobus tephrosceles (Ugandan red Colobus),0.502,2.0,
1379068,A0A8C9HFR7,,235,Piliocolobus tephrosceles (Ugandan red Colobus),0.57,2.0,
1379073,A0A8C9GX27,,269,Piliocolobus tephrosceles (Ugandan red Colobus),0.621,2.0,
1379077,A0A8C9LYB1,,694,Piliocolobus tephrosceles (Ugandan red Colobus),0.535,2.0,
1379079,A0A8C9HL70,Cyclin-dependent kinase 12,1482,Piliocolobus tephrosceles (Ugandan red Colobus),0.651,2.0,
1379083,A0A8C9HJF5,,571,Piliocolobus tephrosceles (Ugandan red Colobus),0.632,2.0,
1379084,A0A8C9GHX0,Ena/VASP-like protein,418,Piliocolobus tephrosceles (Ugandan red Colobus),0.596,2.0,
1379107,A0A8C9LVY6,,172,Piliocolobus tephrosceles (Ugandan red Colobus),0.587,2.0,
1379109,A0A8C9HXQ2,Transcription factor 12,706,Piliocolobus tephrosceles (Ugandan red Colobus),0.643,2.0,
1379126,A0A8C9GST8,PC4 and SFRS1-interacting protein,530,Piliocolobus tephrosceles (Ugandan red Colobus),0.657,2.0,
1379133,A0A8C9IEJ3,Myelin basic protein,330,Piliocolobus tephrosceles (Ugandan red Colobus),0.591,2.0,
1379152,A0A8C9H0N4,,490,Piliocolobus tephrosceles (Ugandan red Colobus),0.576,2.0,
1379153,A0A8C9H496,,449,Piliocolobus tephrosceles (Ugandan red Colobus),0.508,2.0,
1379186,A0A8C9GSK2,Protein naked cuticle homolog,310,Piliocolobus tephrosceles (Ugandan red Colobus),0.597,2.0,
1379196,A0A8C9GEV2,,205,Piliocolobus tephrosceles (Ugandan red Colobus),0.58,2.0,
1379202,A0A6J3RME3,Microtubule-associated protein,470,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.606,2.0,
1379207,A0A2U4B068,,1188,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.561,2.0,
1379213,A0A2U3V221,CD44 antigen,699,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.635,2.0,
1379237,A0A8C9HWC8,,1708,Piliocolobus tephrosceles (Ugandan red Colobus),0.567,2.0,
1379251,A0A8C9I5M2,Myelin basic protein,304,Piliocolobus tephrosceles (Ugandan red Colobus),0.592,2.0,
1379254,A0A6J3QL75,,569,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.677,2.0,
1379259,A0A2U4BNW9,,598,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.564,2.0,
1379260,A0A2U4C750,,540,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.639,2.0,
1379266,A0A6J3R6L7,Transcription initiation factor IIF subunit alpha,516,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.558,2.0,
1379267,A0A2U4CDG9,CD44 antigen,741,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.582,2.0,
1379273,A0A8C9I930,,534,Piliocolobus tephrosceles (Ugandan red Colobus),0.577,2.0,
1379280,A0A8C9GQ30,Eukaryotic translation initiation factor 3 subunit J,261,Piliocolobus tephrosceles (Ugandan red Colobus),0.548,2.0,
1379284,A0A8C9HVW3,,680,Piliocolobus tephrosceles (Ugandan red Colobus),0.688,2.0,
1379298,A0A6J3R7M7,Cold-inducible RNA-binding protein,172,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.605,2.0,
1379300,A0A2U4C1J6,,1867,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.633,2.0,
1379302,A0A6J3Q1U1,,2287,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.573,2.0,
1379319,A0A2U4CI39,,477,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.675,2.0,
1379332,A0A8C9IYQ9,Dysbindin domain-containing protein 1,158,Piliocolobus tephrosceles (Ugandan red Colobus),0.595,2.0,
1379342,A0A6J3QQE8,,1435,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.523,2.0,
1379344,A0A6J3QJ90,Protein phosphatase 1 regulatory subunit 15A,545,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.503,2.0,
1379348,A0A6J3Q8B3,,228,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.5,2.0,
1379349,A0A6J3QNZ8,Cyclin-dependent kinase 12,1481,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.631,2.0,
1379359,A0A6J3PS77,,656,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.637,2.0,
1379365,A0A6J3QQM1,Microtubule-associated protein,439,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.626,2.0,
1379366,A0A6J3QMW5,,530,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.543,2.0,
1379372,A0A6J3PYK4,Syndecan,442,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.509,2.0,
1379376,A0A6J3R847,,412,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.646,2.0,
1379408,A0A8C9GX03,Elongin-A,800,Piliocolobus tephrosceles (Ugandan red Colobus),0.627,2.0,
1379425,A0A2U4ABL1,Protein max,151,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.589,2.0,
1379438,A0A2U3V295,DNA damage-inducible transcript 3 protein,168,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.625,2.0,
1379440,A0A6J3RCZ8,,621,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.517,2.0,
1379446,A0A2U4B065,,1185,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.562,2.0,
1379448,A0A6J3Q7K8,,459,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.588,2.0,
1379470,A0A8C9HHL8,,125,Piliocolobus tephrosceles (Ugandan red Colobus),0.64,2.0,
1379490,A0A8C9I3C9,,1212,Piliocolobus tephrosceles (Ugandan red Colobus),0.64,2.0,
1379494,A0A2U3V238,CD44 antigen,742,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.582,2.0,
1379512,A0A6J3QQ74,[histone H3]-trimethyl-L-lysine(27) demethylase,1475,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.627,2.0,
1379513,A0A2U4A3H7,Acidic leucine-rich nuclear phosphoprotein 32 family member,216,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.546,2.0,
1379530,A0A6J3R040,,1975,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.641,2.0,
1379532,A0A6J3QIN4,,576,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.502,2.0,
1379535,A0A2U4BPA5,,347,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.582,2.0,
1379537,A0A2U4AB88,Protein max,153,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.575,2.0,
1379538,A0A6J3RR65,Splicing factor 1,752,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.661,2.0,
1379545,A0A6J3S2A7,,2950,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.512,2.0,
1379548,A0A6J3QQW8,[histone H3]-trimethyl-L-lysine(27) demethylase,1619,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.571,2.0,
1379549,A0A6J3S1Q4,,2984,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.518,2.0,
1379554,A0A6J3RCB8,,565,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.519,2.0,
1379565,A0A6J3Q1M8,,2286,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.573,2.0,
1379567,A0A6J3Q5K0,,1336,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.63,2.0,
1379568,A0A6J3QZ94,Transcription factor 12,707,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.564,2.0,
1379579,A0A6J3RQ64,,880,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.534,2.0,
1379607,A0A6J3R9I0,,913,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.648,2.0,
1379608,A0A2U4CDF7,CD44 antigen,734,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.589,2.0,
1379610,A0A8C9HSU1,,68,Piliocolobus tephrosceles (Ugandan red Colobus),0.632,2.0,
1379637,A0A2U4CNN0,,1235,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.509,2.0,
1379668,A0A2U3V9U0,,477,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.501,2.0,
1379670,A0A6J3RER2,,981,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.505,2.0,
1379686,A0A6J3Q3G1,,1494,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.584,2.0,
1379703,A0A8C9LUS7,Parathyroid hormone-related protein,177,Piliocolobus tephrosceles (Ugandan red Colobus),0.588,2.0,
1379717,A0A6J3QTT1,,488,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.598,2.0,
1379718,A0A2U4C1N0,,1814,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.63,2.0,
1379730,A0A6J3RDY2,,1034,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.509,2.0,
1379733,A0A2U4B0I5,,1300,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.656,2.0,
1379748,A0A2U4BST0,,257,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.626,2.0,
1379753,A0A6J3QPU2,Cyclin-dependent kinase 12,1489,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.633,2.0,
1379762,A0A6J3S1R0,,2627,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.516,2.0,
1379763,A0A2U4CJR3,,1191,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.566,2.0,
1379765,A0A6J3RQU2,,877,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.592,2.0,
1379776,A0A6J3RQ29,,910,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.595,2.0,
1379777,A0A6J3R7K8,Transcription initiation factor IIF subunit alpha,517,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.544,2.0,
1379782,A0A2U4B2G7,,824,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.67,2.0,
1379792,A0A6J3PX77,Protein LBH,117,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.504,2.0,
1379798,A0A2U4AB11,Protein max,162,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.599,2.0,
1379808,A0A2U4B1E9,Twist-related protein 1,202,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.52,2.0,
1379811,A0A6J3Q7Z5,,1515,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.543,2.0,
1379825,A0A2U4C755,,539,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.638,2.0,
1379826,A0A6J3QA40,,1711,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.58,2.0,
1379836,A0A2U4AGC4,,244,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.545,2.0,
1379843,A0A2U4A084,,3638,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.568,2.0,
1379861,A0A6J3QED1,Histone-lysine N-methyltransferase,2715,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.519,2.0,
1379864,A0A6J3QQS7,[histone H3]-trimethyl-L-lysine(27) demethylase,1677,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.569,2.0,
1379865,A0A2U3V542,,78,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.526,2.0,
1379871,A0A2U4C1L5,,1831,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.632,2.0,
1379877,A0A6J3RE18,YTH domain-containing family protein,738,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.649,2.0,
1379883,A0A2U4CI40,,490,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.682,2.0,
1379888,A0A2U4AZ48,,1337,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.629,2.0,
1379892,A0A6J3QN44,Mediator of RNA polymerase II transcription subunit 1,1407,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.561,2.0,
1379902,A0A6J3R106,,1874,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.524,2.0,
1379905,A0A2U4BSZ0,,1516,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.532,2.0,
1379909,A0A2U4AFD1,,465,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.523,2.0,
1379912,A0A2U4CJS1,,1145,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.569,2.0,
1379918,A0A2U4APC2,,373,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.678,2.0,
1379923,A0A6J3R9E5,,750,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.519,2.0,
1379925,A0A2U4APS8,U1 small nuclear ribonucleoprotein 70 kDa,430,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.642,2.0,
1379930,A0A6J3PYJ9,,1438,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.585,2.0,
1379939,A0A6J3QN90,,68,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.662,2.0,
1379941,A0A6J3Q5B2,,1315,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.651,2.0,
1379946,A0A6J3QQ62,Cyclin-dependent kinase 12,1490,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.633,2.0,
1379953,A0A2U4CRV6,Protein phosphatase 1 regulatory subunit,1030,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.594,2.0,
1379954,A0A2U4C4M6,,111,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.595,2.0,
1379963,A0A6J3R0G9,Transcription factor 12,706,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.659,2.0,
1379966,A0A2U4B0K6,,1145,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.612,2.0,
1379984,A0A2U4AHT0,Mediator of RNA polymerase II transcription subunit 1,1564,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.505,2.0,
1379990,A0A2U4B2H0,,821,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.676,2.0,
1380003,A0A2U4A183,,3479,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.557,2.0,
1380010,A0A2U4BSM1,,1456,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.565,2.0,
1380014,A0A2U4CRV7,Cleavage and polyadenylation specificity factor subunit 6,552,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.578,2.0,
1380017,A0A6J3QZ52,,1974,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.649,2.0,
1380019,A0A2U4C8J3,,292,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.668,2.0,
1380025,A0A2U4AUT9,,191,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.623,2.0,
1380040,A0A6J3S1K9,,2946,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.525,2.0,
1380043,A0A2U4A091,,3570,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.585,2.0,
1380088,A0A6J3PVZ1,,221,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.548,2.0,
1380092,A0A6J3RW93,Homeobox protein engrailed-like,334,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.578,2.0,
1380093,A0A2U3UYL0,DNA polymerase delta subunit 3,465,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.617,2.0,
1380094,A0A2U4CS76,Cleavage and polyadenylation specificity factor subunit 6,551,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.577,2.0,
1380123,A0A2U4A8L9,,2000,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.513,2.0,
1380150,A0A6J3R7P2,,911,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.648,2.0,
1380151,A0A2U4CDH5,CD44 antigen,691,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.631,2.0,
1380156,A0A2U3UYX7,E3 ubiquitin-protein ligase PPP1R11,126,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.651,2.0,
1380159,A0A2U4BA62,SH3 domain-binding protein 5,452,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.564,2.0,
1380165,A0A6J3RDZ7,YTH domain-containing family protein,730,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.658,2.0,
1380170,A0A2U3V2P7,,288,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.663,2.0,
1380173,A0A6J3RQR5,,914,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.565,2.0,
1380212,A0A2U4B2M1,,824,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.67,2.0,
1380216,A0A6J3PRN8,[histone H4]-lysine(20) N-methyltransferase,352,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.514,2.0,
1380230,A0A6J3Q0R2,Wiskott-Aldrich syndrome protein family member,499,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.515,2.0,
1380254,A0A6J3Q396,,1544,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.583,2.0,
1380264,A0A6J3QFL8,,1140,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.534,2.0,
1380268,A0A2U4CJZ7,,1189,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.567,2.0,
1380279,A0A2U4ALE5,Synaptosomal-associated protein 29,277,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.614,2.0,
1380288,A0A2U3UZE7,,533,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.634,2.0,
1380297,A0A2U4CJS5,,1143,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.57,2.0,
1380304,A0A2U4AZY8,,1316,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.65,2.0,
1380319,A0A2U4C1J4,,1825,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.632,2.0,
1380330,A0A2U4AZB6,,1334,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.629,2.0,
1380340,A0A6J3QEW6,[histone H3]-lysine(4) N-methyltransferase,2667,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.511,2.0,
1380344,A0A2U4B2X4,,820,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.676,2.0,
1380350,A0A2U4B053,,1305,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.615,2.0,
1380352,A0A6J3QED3,[histone H3]-lysine(4) N-methyltransferase,2690,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.524,2.0,
1380355,A0A6J3Q576,,1282,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.519,2.0,
1380365,A0A6J3RH54,,567,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.594,2.0,
1380367,A0A6J3RIV9,,564,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.598,2.0,
1380373,A0A2U4AWW1,,2474,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.637,2.0,
1380377,A0A2U4AYJ5,,1338,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.63,2.0,
1380383,A0A6J3QEC9,mRNA decay activator protein ZFP36,325,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.508,2.0,
1380405,A0A2U4ACY9,,744,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.629,2.0,
1380413,A0A2U4BLK1,Elongin-A,776,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.549,2.0,
1380414,A0A2U4AXQ1,Activated RNA polymerase II transcriptional coactivator p15,127,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.504,2.0,
1380418,A0A2U4BK87,POU domain protein,447,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.517,2.0,
1380454,A0A2U4CDG5,CD44 antigen,712,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.565,2.0,
1380468,A0A2U4BNB3,,506,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.526,2.0,
1380469,A0A2U4CDF6,CD44 antigen,703,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.528,2.0,
1380471,A0A6J3R6R2,Transcription initiation factor IIF subunit alpha,516,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.545,2.0,
1380476,A0A6J3QQ23,[histone H3]-trimethyl-L-lysine(27) demethylase,1484,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.513,2.0,
1380479,A0A6J3S1K5,,2991,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.517,2.0,
1380483,A0A2U4AZP5,,1317,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.651,2.0,
1380497,A0A6J3Q1S8,,1698,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.547,2.0,
1380510,A0A6J3PXQ0,,701,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.501,2.0,
1380531,A0A2U3V531,,277,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.581,2.0,
1380534,A0A6J3RLL0,Microtubule-associated protein,471,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.603,2.0,
1380536,A0A2U4C767,,534,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.635,2.0,
1380546,A0A6J3Q7K2,,484,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.645,2.0,
1380568,A0A2U4CNF7,,1239,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.508,2.0,
1380578,A0A6J3R762,Transcription initiation factor IIF subunit alpha,489,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.575,2.0,
1380583,A0A6J3RPN5,,881,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.537,2.0,
1380585,A0A6J3R8N3,,406,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.655,2.0,
1380586,A0A6J3RQS0,,876,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.595,2.0,
1380611,A0A6J3S137,,456,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.502,2.0,
1380617,A0A6J3QPB6,"Rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",87,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.632,2.0,
1380639,A0A2U4CLL6,,1545,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.583,2.0,
1380641,A0A2U4BT50,,2846,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.559,2.0,
1380647,A0A6J3RNB5,Microtubule-associated protein,470,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.609,2.0,
1380652,A0A6J3QJB0,,575,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.517,2.0,
1380661,A0A6J3R297,,2348,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.662,2.0,
1380664,A0A6J3RQ60,Splicing factor 1,639,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.609,2.0,
1380672,A0A6J3R2C3,,554,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.5,2.0,
1380688,A0A6J3S1N4,,2955,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.523,2.0,
1380699,A0A6J3QZM3,Selenoprotein S,165,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.545,2.0,
1380706,A0A6J3RJQ6,,722,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.504,2.0,
1380707,A0A6J3S2P4,,2979,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.515,2.0,
1380724,A0A2U4A315,RNA-binding protein 8A,174,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.54,2.0,
1380731,A0A2U4BB26,PC4 and SFRS1-interacting protein,530,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.658,2.0,
1380739,A0A6J3QQI5,,1408,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.513,2.0,
1380745,A0A2U4AC68,,428,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.657,2.0,
1380761,A0A2U4CJS7,,1125,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.578,2.0,
1380769,A0A6J3PRA5,[histone H4]-lysine(20) N-methyltransferase,346,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.512,2.0,
1380776,A0A2U3V1E5,,62,Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus),0.629,2.0,
