filename,uniprot_id
AF-D2HQ37-F1-model_v6.pdb,D2HQ37
AF-G3QE82-F1-model_v6.pdb,G3QE82
AF-G3QQK3-F1-model_v6.pdb,G3QQK3
AF-A0A7N5P624-F1-model_v6.pdb,A0A7N5P624
AF-G3QE20-F1-model_v6.pdb,G3QE20
AF-D2GWH3-F1-model_v6.pdb,D2GWH3
AF-A0A7N5P5W0-F1-model_v6.pdb,A0A7N5P5W0
AF-G1LP27-F1-model_v6.pdb,G1LP27
AF-G3QV10-F1-model_v6.pdb,G3QV10
AF-G1LW62-F1-model_v6.pdb,G1LW62
AF-G3RH20-F1-model_v6.pdb,G3RH20
AF-G3QR11-F1-model_v6.pdb,G3QR11
AF-A0A2I2Z3T2-F1-model_v6.pdb,A0A2I2Z3T2
AF-A0A7N5K7C3-F1-model_v6.pdb,A0A7N5K7C3
AF-D2HTX9-F1-model_v6.pdb,D2HTX9
AF-G1MC98-F1-model_v6.pdb,G1MC98
AF-G3RM44-F1-model_v6.pdb,G3RM44
AF-G1MGG4-F1-model_v6.pdb,G1MGG4
AF-G1M1X1-F1-model_v6.pdb,G1M1X1
AF-G3R077-F1-model_v6.pdb,G3R077
AF-G3R1W7-F1-model_v6.pdb,G3R1W7
AF-G3RA26-F1-model_v6.pdb,G3RA26
AF-A0A2I2ZRR9-F1-model_v6.pdb,A0A2I2ZRR9
AF-G3QZF5-F1-model_v6.pdb,G3QZF5
AF-A0A7N5JP97-F1-model_v6.pdb,A0A7N5JP97
AF-D2H901-F1-model_v6.pdb,D2H901
AF-G3S6F8-F1-model_v6.pdb,G3S6F8
AF-G1MA59-F1-model_v6.pdb,G1MA59
AF-D2H515-F1-model_v6.pdb,D2H515
AF-A0A7N5JT75-F1-model_v6.pdb,A0A7N5JT75
AF-G3QXI3-F1-model_v6.pdb,G3QXI3
AF-A0A2I2Y2V5-F1-model_v6.pdb,A0A2I2Y2V5
AF-A0A7N5KLG7-F1-model_v6.pdb,A0A7N5KLG7
AF-D2I222-F1-model_v6.pdb,D2I222
AF-G3S8K5-F1-model_v6.pdb,G3S8K5
AF-A0A2I2Y1X3-F1-model_v6.pdb,A0A2I2Y1X3
AF-A0A7N5KE23-F1-model_v6.pdb,A0A7N5KE23
AF-G1LZC1-F1-model_v6.pdb,G1LZC1
AF-G1LRX8-F1-model_v6.pdb,G1LRX8
AF-G3SIG4-F1-model_v6.pdb,G3SIG4
AF-G3R8N9-F1-model_v6.pdb,G3R8N9
AF-A0A7N5P7Y6-F1-model_v6.pdb,A0A7N5P7Y6
AF-G3RU13-F1-model_v6.pdb,G3RU13
AF-G3RQC8-F1-model_v6.pdb,G3RQC8
AF-G1LQE9-F1-model_v6.pdb,G1LQE9
AF-G1M3B5-F1-model_v6.pdb,G1M3B5
AF-G3QY71-F1-model_v6.pdb,G3QY71
AF-D2HQ87-F1-model_v6.pdb,D2HQ87
AF-A0A7N5P9K5-F1-model_v6.pdb,A0A7N5P9K5
AF-A0A2I2YLR0-F1-model_v6.pdb,A0A2I2YLR0
AF-A0A2I2Z768-F1-model_v6.pdb,A0A2I2Z768
AF-G1MA50-F1-model_v6.pdb,G1MA50
AF-D2HGU8-F1-model_v6.pdb,D2HGU8
AF-G3RKX1-F1-model_v6.pdb,G3RKX1
AF-A0A2I2ZCR6-F1-model_v6.pdb,A0A2I2ZCR6
AF-G3RNZ7-F1-model_v6.pdb,G3RNZ7
AF-A0A7N5K8F1-F1-model_v6.pdb,A0A7N5K8F1
AF-A0A2I2YHR1-F1-model_v6.pdb,A0A2I2YHR1
AF-A0A7N5P688-F1-model_v6.pdb,A0A7N5P688
AF-G1M3Z5-F1-model_v6.pdb,G1M3Z5
AF-G3R1L0-F1-model_v6.pdb,G3R1L0
AF-D2GW54-F1-model_v6.pdb,D2GW54
AF-G3RFU0-F1-model_v6.pdb,G3RFU0
AF-G3RIZ6-F1-model_v6.pdb,G3RIZ6
AF-G3R6Q6-F1-model_v6.pdb,G3R6Q6
AF-G1LX21-F1-model_v6.pdb,G1LX21
AF-G1LK66-F1-model_v6.pdb,G1LK66
AF-G3QLH9-F1-model_v6.pdb,G3QLH9
AF-A0A7N5JCS2-F1-model_v6.pdb,A0A7N5JCS2
AF-A0A2I2Y1M0-F1-model_v6.pdb,A0A2I2Y1M0
AF-G3QW83-F1-model_v6.pdb,G3QW83
AF-G3RY49-F1-model_v6.pdb,G3RY49
AF-A0A7N5K1Y1-F1-model_v6.pdb,A0A7N5K1Y1
AF-G3RLY7-F1-model_v6.pdb,G3RLY7
AF-A0A2I2Z731-F1-model_v6.pdb,A0A2I2Z731
AF-G3QJG3-F1-model_v6.pdb,G3QJG3
AF-A0A7N5P2P3-F1-model_v6.pdb,A0A7N5P2P3
AF-A0A2I2ZJM2-F1-model_v6.pdb,A0A2I2ZJM2
AF-G3QM44-F1-model_v6.pdb,G3QM44
AF-A0A2I2YZD6-F1-model_v6.pdb,A0A2I2YZD6
AF-D2HH07-F1-model_v6.pdb,D2HH07
AF-G3SC54-F1-model_v6.pdb,G3SC54
AF-A0A667H5P1-F1-model_v6.pdb,A0A667H5P1
AF-A0A7N5JFS0-F1-model_v6.pdb,A0A7N5JFS0
AF-A0A667H5X6-F1-model_v6.pdb,A0A667H5X6
AF-G1LKZ6-F1-model_v6.pdb,G1LKZ6
AF-A0A667I5L7-F1-model_v6.pdb,A0A667I5L7
AF-A0A667H4E1-F1-model_v6.pdb,A0A667H4E1
AF-A0A667H4A6-F1-model_v6.pdb,A0A667H4A6
AF-A0A667HQH4-F1-model_v6.pdb,A0A667HQH4
AF-A0A667GUL2-F1-model_v6.pdb,A0A667GUL2
AF-A0A667H409-F1-model_v6.pdb,A0A667H409
AF-A0A667IF02-F1-model_v6.pdb,A0A667IF02
AF-A0A667G6S6-F1-model_v6.pdb,A0A667G6S6
AF-A0A667G438-F1-model_v6.pdb,A0A667G438
AF-A0A667J5E5-F1-model_v6.pdb,A0A667J5E5
AF-A0A667H6U2-F1-model_v6.pdb,A0A667H6U2
AF-A0A667HMH5-F1-model_v6.pdb,A0A667HMH5
AF-A0A667H748-F1-model_v6.pdb,A0A667H748
AF-A0A667GI85-F1-model_v6.pdb,A0A667GI85
AF-A0A667GML0-F1-model_v6.pdb,A0A667GML0
AF-A0A667H711-F1-model_v6.pdb,A0A667H711
AF-A0A667GQJ4-F1-model_v6.pdb,A0A667GQJ4
AF-A0A667H327-F1-model_v6.pdb,A0A667H327
AF-A0A667GPI2-F1-model_v6.pdb,A0A667GPI2
AF-A0A667I744-F1-model_v6.pdb,A0A667I744
AF-A0A667HK08-F1-model_v6.pdb,A0A667HK08
AF-A0A667H4J9-F1-model_v6.pdb,A0A667H4J9
AF-A0A667H7J4-F1-model_v6.pdb,A0A667H7J4
AF-A0A667IF94-F1-model_v6.pdb,A0A667IF94
AF-A0A667GP45-F1-model_v6.pdb,A0A667GP45
AF-A0A667G6R8-F1-model_v6.pdb,A0A667G6R8
AF-A0A667I0I7-F1-model_v6.pdb,A0A667I0I7
AF-A0A667HHF0-F1-model_v6.pdb,A0A667HHF0
AF-A0A667HBK2-F1-model_v6.pdb,A0A667HBK2
AF-A0A667I6T5-F1-model_v6.pdb,A0A667I6T5
AF-A0A834DK07-F1-model_v6.pdb,A0A834DK07
AF-A0A667IWQ1-F1-model_v6.pdb,A0A667IWQ1
AF-A0A6J2KT59-F1-model_v6.pdb,A0A6J2KT59
AF-A0A7E6DDX0-F1-model_v6.pdb,A0A7E6DDX0
AF-A0A7E6D3D8-F1-model_v6.pdb,A0A7E6D3D8
AF-A0A833ZH80-F1-model_v6.pdb,A0A833ZH80
AF-A0A833YYW9-F1-model_v6.pdb,A0A833YYW9
AF-A0A834DHW7-F1-model_v6.pdb,A0A834DHW7
AF-A0A833Y4F4-F1-model_v6.pdb,A0A833Y4F4
AF-A0A833YSA4-F1-model_v6.pdb,A0A833YSA4
AF-A0A6J2MJ11-F1-model_v6.pdb,A0A6J2MJ11
AF-A0A834DU16-F1-model_v6.pdb,A0A834DU16
AF-A0A834DA76-F1-model_v6.pdb,A0A834DA76
AF-A0A834AB80-F1-model_v6.pdb,A0A834AB80
AF-A0A834EQ27-F1-model_v6.pdb,A0A834EQ27
AF-A0A7E6CKW7-F1-model_v6.pdb,A0A7E6CKW7
AF-A0A7E6CMY7-F1-model_v6.pdb,A0A7E6CMY7
AF-A0A7E6D8X1-F1-model_v6.pdb,A0A7E6D8X1
AF-A0A7E6CIB3-F1-model_v6.pdb,A0A7E6CIB3
AF-A0A6J2MB47-F1-model_v6.pdb,A0A6J2MB47
AF-A0A834DK23-F1-model_v6.pdb,A0A834DK23
AF-A0A7E6DN16-F1-model_v6.pdb,A0A7E6DN16
AF-A0A834EM52-F1-model_v6.pdb,A0A834EM52
AF-A0A834DUK9-F1-model_v6.pdb,A0A834DUK9
AF-A0A834E047-F1-model_v6.pdb,A0A834E047
AF-A0A7E6D902-F1-model_v6.pdb,A0A7E6D902
AF-A0A6J2MBI7-F1-model_v6.pdb,A0A6J2MBI7
AF-A0A7E6DDL9-F1-model_v6.pdb,A0A7E6DDL9
AF-A0A6J2M9V9-F1-model_v6.pdb,A0A6J2M9V9
AF-A0A7E6DBS1-F1-model_v6.pdb,A0A7E6DBS1
AF-A0A7E6D0L4-F1-model_v6.pdb,A0A7E6D0L4
AF-A0A834BFR5-F1-model_v6.pdb,A0A834BFR5
AF-A0A834BBD7-F1-model_v6.pdb,A0A834BBD7
AF-A0A834ES28-F1-model_v6.pdb,A0A834ES28
AF-K9IV28-F1-model_v6.pdb,K9IV28
AF-K9J0V2-F1-model_v6.pdb,K9J0V2
AF-K9J0K3-F1-model_v6.pdb,K9J0K3
AF-K9J4B3-F1-model_v6.pdb,K9J4B3
AF-G7P255-F1-model_v6.pdb,G7P255
AF-A0A7N9ICE4-F1-model_v6.pdb,A0A7N9ICE4
AF-A0A2K5VK29-F1-model_v6.pdb,A0A2K5VK29
AF-A0A2K5TVR4-F1-model_v6.pdb,A0A2K5TVR4
AF-A0A2K5WMI5-F1-model_v6.pdb,A0A2K5WMI5
AF-K9IU42-F1-model_v6.pdb,K9IU42
AF-A0A2K5TVL9-F1-model_v6.pdb,A0A2K5TVL9
AF-A0A2K5W7K5-F1-model_v6.pdb,A0A2K5W7K5
AF-A0A7N9D2V8-F1-model_v6.pdb,A0A7N9D2V8
AF-A0A2K5VJ97-F1-model_v6.pdb,A0A2K5VJ97
AF-A0A2K5TVP2-F1-model_v6.pdb,A0A2K5TVP2
AF-G7Q0R5-F1-model_v6.pdb,G7Q0R5
AF-A0A2K5WNN7-F1-model_v6.pdb,A0A2K5WNN7
AF-G8F312-F1-model_v6.pdb,G8F312
AF-A0A7N9CU37-F1-model_v6.pdb,A0A7N9CU37
AF-A0A7N9DHY2-F1-model_v6.pdb,A0A7N9DHY2
AF-G7NU91-F1-model_v6.pdb,G7NU91
AF-A0A7N9CBT0-F1-model_v6.pdb,A0A7N9CBT0
AF-A0A2K5W7K9-F1-model_v6.pdb,A0A2K5W7K9
AF-G7NWW2-F1-model_v6.pdb,G7NWW2
AF-A0A7N9IGU8-F1-model_v6.pdb,A0A7N9IGU8
AF-A0A2K5WDJ8-F1-model_v6.pdb,A0A2K5WDJ8
AF-A0A2K5VZI4-F1-model_v6.pdb,A0A2K5VZI4
AF-G7PSX1-F1-model_v6.pdb,G7PSX1
AF-A0A7N9IGI4-F1-model_v6.pdb,A0A7N9IGI4
AF-A0A8J8XVV8-F1-model_v6.pdb,A0A8J8XVV8
AF-A0A7N9CJM3-F1-model_v6.pdb,A0A7N9CJM3
AF-A0A2K5WFV0-F1-model_v6.pdb,A0A2K5WFV0
AF-A0A7N9DHS0-F1-model_v6.pdb,A0A7N9DHS0
AF-G8F2K9-F1-model_v6.pdb,G8F2K9
AF-G7PVQ6-F1-model_v6.pdb,G7PVQ6
AF-A0A7N9IF72-F1-model_v6.pdb,A0A7N9IF72
AF-G7NTQ7-F1-model_v6.pdb,G7NTQ7
AF-A0A7N9IGL8-F1-model_v6.pdb,A0A7N9IGL8
AF-A0A2K5TVL8-F1-model_v6.pdb,A0A2K5TVL8
AF-A0A2K5VJ12-F1-model_v6.pdb,A0A2K5VJ12
AF-A0A7N9IHN9-F1-model_v6.pdb,A0A7N9IHN9
AF-A0A2K5V336-F1-model_v6.pdb,A0A2K5V336
AF-A0A2K5VZG3-F1-model_v6.pdb,A0A2K5VZG3
AF-G7NXJ0-F1-model_v6.pdb,G7NXJ0
AF-G7PFL5-F1-model_v6.pdb,G7PFL5
AF-A0A7N9CLI8-F1-model_v6.pdb,A0A7N9CLI8
AF-A0A7N9CTN1-F1-model_v6.pdb,A0A7N9CTN1
AF-G8F2H2-F1-model_v6.pdb,G8F2H2
AF-A0A7N9D8K3-F1-model_v6.pdb,A0A7N9D8K3
AF-A0A2K5WC69-F1-model_v6.pdb,A0A2K5WC69
AF-A0A2K5VLR4-F1-model_v6.pdb,A0A2K5VLR4
AF-A0A2K5WVD6-F1-model_v6.pdb,A0A2K5WVD6
AF-A0A7N9CUS8-F1-model_v6.pdb,A0A7N9CUS8
AF-A0A2K5WV06-F1-model_v6.pdb,A0A2K5WV06
AF-A0A7N9CT62-F1-model_v6.pdb,A0A7N9CT62
AF-G7P7P5-F1-model_v6.pdb,G7P7P5
AF-A0A2K5TVP9-F1-model_v6.pdb,A0A2K5TVP9
AF-A0A7N9CG13-F1-model_v6.pdb,A0A7N9CG13
AF-A0A7N9D1E1-F1-model_v6.pdb,A0A7N9D1E1
AF-A0A2K5VJ17-F1-model_v6.pdb,A0A2K5VJ17
AF-A0A7N9DA91-F1-model_v6.pdb,A0A7N9DA91
AF-A0A2K5WG36-F1-model_v6.pdb,A0A2K5WG36
AF-A0A7N9D4B5-F1-model_v6.pdb,A0A7N9D4B5
AF-A0A2K5VHY1-F1-model_v6.pdb,A0A2K5VHY1
AF-A0A2K5WVL8-F1-model_v6.pdb,A0A2K5WVL8
AF-A0A2K5VXA6-F1-model_v6.pdb,A0A2K5VXA6
AF-A0A6P5K005-F1-model_v6.pdb,A0A6P5K005
AF-A0A6P5LHA0-F1-model_v6.pdb,A0A6P5LHA0
AF-A0A6P5LP85-F1-model_v6.pdb,A0A6P5LP85
AF-A0A6P5KG36-F1-model_v6.pdb,A0A6P5KG36
AF-A0A6P5ITH3-F1-model_v6.pdb,A0A6P5ITH3
AF-A0A6P5M9U8-F1-model_v6.pdb,A0A6P5M9U8
AF-G1PU59-F1-model_v6.pdb,G1PU59
AF-G1P7G3-F1-model_v6.pdb,G1P7G3
AF-G1PC73-F1-model_v6.pdb,G1PC73
AF-G1PQG6-F1-model_v6.pdb,G1PQG6
AF-A0A8C9BKA2-F1-model_v6.pdb,A0A8C9BKA2
AF-A0A8C9EDK8-F1-model_v6.pdb,A0A8C9EDK8
AF-G1NT00-F1-model_v6.pdb,G1NT00
AF-A0A8C9DYT7-F1-model_v6.pdb,A0A8C9DYT7
AF-A0A8C9BJP7-F1-model_v6.pdb,A0A8C9BJP7
AF-G1P7H7-F1-model_v6.pdb,G1P7H7
AF-A0A6P6HC49-F1-model_v6.pdb,A0A6P6HC49
AF-A0A6P6H3V7-F1-model_v6.pdb,A0A6P6H3V7
AF-A0A8C9EFD7-F1-model_v6.pdb,A0A8C9EFD7
AF-A0A8C9BPL3-F1-model_v6.pdb,A0A8C9BPL3
AF-A0A8C9B2L7-F1-model_v6.pdb,A0A8C9B2L7
AF-A0A6P6HUV3-F1-model_v6.pdb,A0A6P6HUV3
AF-A0A6P6I6P6-F1-model_v6.pdb,A0A6P6I6P6
AF-A0A8C9CIV9-F1-model_v6.pdb,A0A8C9CIV9
AF-A0A6P6HA46-F1-model_v6.pdb,A0A6P6HA46
AF-G1PML2-F1-model_v6.pdb,G1PML2
AF-A0A8C9EAT5-F1-model_v6.pdb,A0A8C9EAT5
AF-A0A8C9C9M4-F1-model_v6.pdb,A0A8C9C9M4
AF-A0A6P6HFK7-F1-model_v6.pdb,A0A6P6HFK7
AF-A0A6P6HQ79-F1-model_v6.pdb,A0A6P6HQ79
AF-A0A6P6HTW0-F1-model_v6.pdb,A0A6P6HTW0
AF-A0A6P6HGU8-F1-model_v6.pdb,A0A6P6HGU8
AF-A0A8C9BF80-F1-model_v6.pdb,A0A8C9BF80
AF-A0A6P6HDM5-F1-model_v6.pdb,A0A6P6HDM5
AF-A0A8C9BFR8-F1-model_v6.pdb,A0A8C9BFR8
AF-A0A8C9B5N1-F1-model_v6.pdb,A0A8C9B5N1
AF-A0A6P6H938-F1-model_v6.pdb,A0A6P6H938
AF-A0A6P6HEH2-F1-model_v6.pdb,A0A6P6HEH2
AF-A0A6P6HC52-F1-model_v6.pdb,A0A6P6HC52
AF-A0A6P6HKL3-F1-model_v6.pdb,A0A6P6HKL3
AF-A0A8C9CL19-F1-model_v6.pdb,A0A8C9CL19
AF-A0A6P6INE9-F1-model_v6.pdb,A0A6P6INE9
AF-A0A6P6GVU5-F1-model_v6.pdb,A0A6P6GVU5
AF-A0A6P6HGK3-F1-model_v6.pdb,A0A6P6HGK3
AF-A0A8C9C4M2-F1-model_v6.pdb,A0A8C9C4M2
AF-A0A8C9EE15-F1-model_v6.pdb,A0A8C9EE15
AF-A0A8C9CC94-F1-model_v6.pdb,A0A8C9CC94
AF-A0A6P6H620-F1-model_v6.pdb,A0A6P6H620
AF-A0A8C9BAA6-F1-model_v6.pdb,A0A8C9BAA6
AF-A0A8C9B319-F1-model_v6.pdb,A0A8C9B319
AF-A0A6P6HFP1-F1-model_v6.pdb,A0A6P6HFP1
AF-A0A6P6HVR3-F1-model_v6.pdb,A0A6P6HVR3
AF-A0A8C9EDP4-F1-model_v6.pdb,A0A8C9EDP4
AF-A0A8C9CZQ4-F1-model_v6.pdb,A0A8C9CZQ4
AF-A0A6P6IN76-F1-model_v6.pdb,A0A6P6IN76
AF-A0A8C9C915-F1-model_v6.pdb,A0A8C9C915
AF-A0A6P6I032-F1-model_v6.pdb,A0A6P6I032
AF-A0A6P6IDI7-F1-model_v6.pdb,A0A6P6IDI7
AF-A0A8C9CVS0-F1-model_v6.pdb,A0A8C9CVS0
AF-A0A6P6HZP5-F1-model_v6.pdb,A0A6P6HZP5
AF-A0A6P6I0R2-F1-model_v6.pdb,A0A6P6I0R2
AF-A0A6J3HBD7-F1-model_v6.pdb,A0A6J3HBD7
AF-A0A6J3ES26-F1-model_v6.pdb,A0A6J3ES26
AF-A0A6J3GW85-F1-model_v6.pdb,A0A6J3GW85
AF-A0A6J3F2B7-F1-model_v6.pdb,A0A6J3F2B7
AF-A0A6J3F2N9-F1-model_v6.pdb,A0A6J3F2N9
AF-A0A6J3JQU6-F1-model_v6.pdb,A0A6J3JQU6
AF-A0A6J3FI19-F1-model_v6.pdb,A0A6J3FI19
AF-A0A6J3F412-F1-model_v6.pdb,A0A6J3F412
AF-A0A6J3JR68-F1-model_v6.pdb,A0A6J3JR68
AF-A0A6J3GUU2-F1-model_v6.pdb,A0A6J3GUU2
AF-A0A6J3JPT2-F1-model_v6.pdb,A0A6J3JPT2
AF-A0A6J3GZQ8-F1-model_v6.pdb,A0A6J3GZQ8
AF-A0A8C9C864-F1-model_v6.pdb,A0A8C9C864
AF-A0A6J3HJP1-F1-model_v6.pdb,A0A6J3HJP1
AF-A0A6J3F293-F1-model_v6.pdb,A0A6J3F293
AF-A0A8C9BHF9-F1-model_v6.pdb,A0A8C9BHF9
AF-A0A6J3F283-F1-model_v6.pdb,A0A6J3F283
AF-A0A6J3ERP2-F1-model_v6.pdb,A0A6J3ERP2
AF-A0A6J3ISW8-F1-model_v6.pdb,A0A6J3ISW8
AF-A0A6J3JPR2-F1-model_v6.pdb,A0A6J3JPR2
AF-A0A6J3F2N8-F1-model_v6.pdb,A0A6J3F2N8
AF-A0A6J3H2P8-F1-model_v6.pdb,A0A6J3H2P8
AF-A0A6J3H2B7-F1-model_v6.pdb,A0A6J3H2B7
AF-A0A6J3HYK1-F1-model_v6.pdb,A0A6J3HYK1
AF-A0A6J3HJQ7-F1-model_v6.pdb,A0A6J3HJQ7
AF-A0A6J3ERW6-F1-model_v6.pdb,A0A6J3ERW6
AF-A0A6J3F272-F1-model_v6.pdb,A0A6J3F272
AF-A0A6J3F2N7-F1-model_v6.pdb,A0A6J3F2N7
AF-A0A6P6IPF3-F1-model_v6.pdb,A0A6P6IPF3
AF-A0A6J3HN33-F1-model_v6.pdb,A0A6J3HN33
AF-A0A6J3F2C3-F1-model_v6.pdb,A0A6J3F2C3
AF-A0A6J3EZY4-F1-model_v6.pdb,A0A6J3EZY4
AF-A0A6J3H0G7-F1-model_v6.pdb,A0A6J3H0G7
AF-A0A6J3GXY7-F1-model_v6.pdb,A0A6J3GXY7
AF-A0A6J3ET89-F1-model_v6.pdb,A0A6J3ET89
AF-A0A6J3HYJ6-F1-model_v6.pdb,A0A6J3HYJ6
AF-A0A6J3EZZ1-F1-model_v6.pdb,A0A6J3EZZ1
AF-A0A6J3EZU2-F1-model_v6.pdb,A0A6J3EZU2
AF-A0A6J3F2D0-F1-model_v6.pdb,A0A6J3F2D0
AF-A0A6J3GXP1-F1-model_v6.pdb,A0A6J3GXP1
AF-A0A6J3IU55-F1-model_v6.pdb,A0A6J3IU55
AF-A0A6J3F406-F1-model_v6.pdb,A0A6J3F406
AF-A0A6J3GXF7-F1-model_v6.pdb,A0A6J3GXF7
AF-A0A6J3JQB6-F1-model_v6.pdb,A0A6J3JQB6
AF-A0A8C9CBR1-F1-model_v6.pdb,A0A8C9CBR1
AF-A0A6J3HAF5-F1-model_v6.pdb,A0A6J3HAF5
AF-A0A6J3EZW0-F1-model_v6.pdb,A0A6J3EZW0
AF-A0A6J3EX12-F1-model_v6.pdb,A0A6J3EX12
AF-A0A6J3GWE0-F1-model_v6.pdb,A0A6J3GWE0
AF-A0A6J3HCC5-F1-model_v6.pdb,A0A6J3HCC5
AF-A0A6J3F2I5-F1-model_v6.pdb,A0A6J3F2I5
AF-A0A6J3HYT2-F1-model_v6.pdb,A0A6J3HYT2
AF-A0A6J3FVD0-F1-model_v6.pdb,A0A6J3FVD0
AF-A0A6J3F2G5-F1-model_v6.pdb,A0A6J3F2G5
AF-A0A6J3GVR3-F1-model_v6.pdb,A0A6J3GVR3
AF-A0A6J3HCD0-F1-model_v6.pdb,A0A6J3HCD0
AF-A0A6J3HP86-F1-model_v6.pdb,A0A6J3HP86
AF-A0A6J3F294-F1-model_v6.pdb,A0A6J3F294
AF-A0A6J3F2N5-F1-model_v6.pdb,A0A6J3F2N5
AF-A0A6J3ERU6-F1-model_v6.pdb,A0A6J3ERU6
AF-A0A6J3HXG1-F1-model_v6.pdb,A0A6J3HXG1
AF-A0A6J3GZ80-F1-model_v6.pdb,A0A6J3GZ80
AF-A0A6J3JFI6-F1-model_v6.pdb,A0A6J3JFI6
AF-A0A6J3F2G0-F1-model_v6.pdb,A0A6J3F2G0
AF-A0A6J3HCQ4-F1-model_v6.pdb,A0A6J3HCQ4
AF-A0A6J3EYA6-F1-model_v6.pdb,A0A6J3EYA6
AF-A0A6J3EZX2-F1-model_v6.pdb,A0A6J3EZX2
AF-A0A6J3IHC5-F1-model_v6.pdb,A0A6J3IHC5
AF-A0A6J3JF33-F1-model_v6.pdb,A0A6J3JF33
AF-A0A6J3F2I2-F1-model_v6.pdb,A0A6J3F2I2
AF-A0A6J3HMU0-F1-model_v6.pdb,A0A6J3HMU0
AF-A0A6J3ERX7-F1-model_v6.pdb,A0A6J3ERX7
AF-A0A6J3FWI3-F1-model_v6.pdb,A0A6J3FWI3
AF-A0A6J3F8Y8-F1-model_v6.pdb,A0A6J3F8Y8
AF-A0A6J3JGI2-F1-model_v6.pdb,A0A6J3JGI2
AF-A0A6J3GZI3-F1-model_v6.pdb,A0A6J3GZI3
AF-A0A6J3F2A1-F1-model_v6.pdb,A0A6J3F2A1
AF-A0A6J3H1F1-F1-model_v6.pdb,A0A6J3H1F1
AF-A0A6J3HYF6-F1-model_v6.pdb,A0A6J3HYF6
AF-A0A6J3GZG9-F1-model_v6.pdb,A0A6J3GZG9
AF-A0A6J3EWS5-F1-model_v6.pdb,A0A6J3EWS5
AF-A0A6J3F2E8-F1-model_v6.pdb,A0A6J3F2E8
AF-A0A6J3GWU0-F1-model_v6.pdb,A0A6J3GWU0
AF-A0A6J3JPE1-F1-model_v6.pdb,A0A6J3JPE1
AF-A0A6J3GYN0-F1-model_v6.pdb,A0A6J3GYN0
AF-A0A6J3EN01-F1-model_v6.pdb,A0A6J3EN01
AF-A0A6J3EWT3-F1-model_v6.pdb,A0A6J3EWT3
AF-A0A6J3HL16-F1-model_v6.pdb,A0A6J3HL16
AF-A0A6J3HMS6-F1-model_v6.pdb,A0A6J3HMS6
AF-A0A6J3F2F9-F1-model_v6.pdb,A0A6J3F2F9
AF-A0A6J3ELM8-F1-model_v6.pdb,A0A6J3ELM8
AF-A0A6J3EW69-F1-model_v6.pdb,A0A6J3EW69
AF-A0A6J3EW72-F1-model_v6.pdb,A0A6J3EW72
AF-A0A6J3HMU5-F1-model_v6.pdb,A0A6J3HMU5
AF-A0A6J3ET93-F1-model_v6.pdb,A0A6J3ET93
AF-A0A6J3HAE9-F1-model_v6.pdb,A0A6J3HAE9
AF-A0A6J3I320-F1-model_v6.pdb,A0A6J3I320
AF-A0A6J3HL10-F1-model_v6.pdb,A0A6J3HL10
AF-A0A6J3HBW0-F1-model_v6.pdb,A0A6J3HBW0
AF-A0A6J3ET59-F1-model_v6.pdb,A0A6J3ET59
AF-A0A6J3HCR1-F1-model_v6.pdb,A0A6J3HCR1
AF-A0A6J3JGD9-F1-model_v6.pdb,A0A6J3JGD9
AF-A0A6J3JIK1-F1-model_v6.pdb,A0A6J3JIK1
AF-A0A6J3F2H8-F1-model_v6.pdb,A0A6J3F2H8
AF-A0A6J3ETA9-F1-model_v6.pdb,A0A6J3ETA9
AF-A0A6J3F247-F1-model_v6.pdb,A0A6J3F247
AF-A0A6J3EX15-F1-model_v6.pdb,A0A6J3EX15
AF-A0A6J3JHR0-F1-model_v6.pdb,A0A6J3JHR0
AF-A0A6J3ERV0-F1-model_v6.pdb,A0A6J3ERV0
AF-A0A6J3GWE6-F1-model_v6.pdb,A0A6J3GWE6
AF-A0A6J3ELC3-F1-model_v6.pdb,A0A6J3ELC3
AF-A0A6J3HXV6-F1-model_v6.pdb,A0A6J3HXV6
AF-A0A6J3EL88-F1-model_v6.pdb,A0A6J3EL88
AF-A0A6J3ETF1-F1-model_v6.pdb,A0A6J3ETF1
AF-A0A6J3FHX4-F1-model_v6.pdb,A0A6J3FHX4
AF-A0A5F9CIH3-F1-model_v6.pdb,A0A5F9CIH3
AF-L5JQ55-F1-model_v6.pdb,L5JQ55
AF-A0A5F9CQH4-F1-model_v6.pdb,A0A5F9CQH4
AF-G1T2P5-F1-model_v6.pdb,G1T2P5
AF-G1T033-F1-model_v6.pdb,G1T033
AF-G1SE21-F1-model_v6.pdb,G1SE21
AF-A0A5F9D6Z9-F1-model_v6.pdb,A0A5F9D6Z9
AF-L5L3P3-F1-model_v6.pdb,L5L3P3
AF-L5KLB3-F1-model_v6.pdb,L5KLB3
AF-L5JRI8-F1-model_v6.pdb,L5JRI8
AF-G1SI22-F1-model_v6.pdb,G1SI22
AF-A0A5F9D7S2-F1-model_v6.pdb,A0A5F9D7S2
AF-L5JRX8-F1-model_v6.pdb,L5JRX8
AF-A0A5F9CVB6-F1-model_v6.pdb,A0A5F9CVB6
AF-L5L5K7-F1-model_v6.pdb,L5L5K7
AF-L5K8H2-F1-model_v6.pdb,L5K8H2
AF-G1SRB8-F1-model_v6.pdb,G1SRB8
AF-G1T356-F1-model_v6.pdb,G1T356
